,population,gdp_per_capita,competition,possible_places
0,58060,11030,0,15
1,58059,10830,0,15
2,58060,10740,0,15
3,58056,10652,0,15
4,58056,10762,0,15
5,58056,10811,0,15
6,58052,10873,0,15
7,58055,11028,0,15
8,58057,11075,0,15
9,58055,11214,0,15
10,58051,11208,0,15
11,58055,11201,0,15
12,58051,11174,0,15
13,58045,11074,0,15
14,58044,10957,0,15
15,58041,11140,0,15
16,58041,11236,0,15
17,58036,11147,0,15
18,58039,11227,0,15
19,58035,11518,0,16
20,58034,11479,0,16
21,58037,11476,0,15
22,58032,11253,0,15
23,58031,11372,0,15
24,58033,11395,0,16
25,58031,11268,0,16
26,58030,11211,0,15
27,58032,11156,0,15
28,58032,11202,0,15
29,58027,11189,0,14
30,58030,10997,0,15
31,58028,11175,0,15
32,58026,11311,0,15
33,58022,11341,0,15
34,58023,11319,0,15
35,58022,11235,0,14
36,58024,11141,0,15
37,58024,11341,0,15
38,58022,11236,0,15
39,58019,11180,0,15
40,58019,11426,0,15
41,58018,11405,0,15
42,58014,11405,0,16
43,58016,11459,0,15
44,58019,11633,0,16
45,58021,11677,0,16
46,58020,11835,0,16
47,58014,12068,0,15
48,58016,12424,0,16
49,58013,12550,0,16
50,58012,12779,0,16
51,58011,13026,0,17
52,58009,13141,0,17
53,58005,13136,0,17
54,57999,13173,0,17
55,58000,13172,0,17
56,57998,13285,0,17
57,57997,13366,0,17
58,57992,13439,0,17
59,57987,13400,0,17
