,population,gdp_per_capita,competition,possible_places
0,23448,11031,0,9
1,23448,11028,0,9
2,23447,10998,0,9
3,23444,11077,0,9
4,23444,11000,0,8
5,23442,10978,0,9
6,23441,10994,0,9
7,23438,10924,0,9
8,23439,10882,0,9
9,23439,10795,0,9
10,23438,10883,0,9
11,23435,10977,0,9
12,23435,11004,0,9
13,23434,11076,0,9
14,23433,10844,0,8
15,23430,10910,0,9
16,23431,11011,0,9
17,23431,10998,0,9
18,23429,11040,0,9
19,23430,10944,0,9
20,23427,11006,0,9
21,23424,10909,0,9
22,23424,10945,0,9
23,23425,11042,0,9
24,23424,10945,0,9
25,23425,10860,0,9
26,23424,10792,0,9
27,23423,10788,0,10
28,23423,10644,0,9
29,23421,10639,0,9
30,23421,10661,0,9
31,23419,10711,0,9
32,23416,10840,0,10
33,23415,11030,0,9
34,23415,11001,0,9
35,23414,10950,0,10
36,23412,11027,0,10
37,23413,11104,0,9
38,23413,11121,0,9
39,23410,11213,0,9
40,23410,11409,0,9
41,23411,11330,0,9
42,23411,11311,0,9
43,23411,11083,0,9
44,23408,11056,0,9
45,23405,10999,0,9
46,23404,11036,0,9
47,23403,11058,0,9
48,23401,11008,0,9
49,23402,11013,0,9
50,23399,11141,0,9
51,23398,11170,0,8
52,23399,11110,0,10
53,23400,11216,0,9
54,23397,11377,0,9
55,23397,11131,0,9
56,23396,11033,0,9
57,23393,10923,0,9
58,23393,10757,0,8
59,23393,11008,0,9
