,population,gdp_per_capita,competition,possible_places
0,252349,3305,0,18
1,252372,3328,0,19
2,252386,3353,0,18
3,252394,3370,0,18
4,252378,3324,0,18
5,252372,3324,0,18
6,252356,3272,0,17
7,252378,3272,0,18
8,252367,3268,0,18
9,252346,3281,0,18
10,252324,3292,0,18
11,252323,3271,0,18
12,252329,3286,0,18
13,252316,3293,0,18
14,252295,3226,0,17
15,252299,3259,0,18
16,252288,3298,0,18
17,252288,3391,0,19
18,252270,3392,0,18
19,252258,3472,0,18
20,252240,3437,0,18
21,252229,3443,0,17
22,252207,3478,0,18
23,252226,3521,0,18
24,252220,3486,0,18
25,252221,3475,0,17
26,252215,3480,0,18
27,252190,3468,0,18
28,252183,3495,0,17
29,252189,3519,0,18
30,252163,3514,0,18
31,252156,3556,0,18
32,252148,3580,0,19
33,252134,3594,0,19
34,252116,3592,0,19
35,252136,3666,0,18
36,252144,3710,0,19
37,252130,3743,0,19
38,252107,3737,0,19
39,252081,3694,0,19
40,252079,3735,0,20
41,252080,3698,0,19
42,252087,3658,0,19
43,252077,3658,0,19
44,252065,3697,0,19
45,252066,3661,0,19
46,252068,3658,0,19
47,252061,3671,0,18
48,252081,3655,0,19
49,252089,3643,0,19
50,252108,3655,0,20
51,252108,3619,0,19
52,252130,3539,0,18
53,252111,3505,0,18
54,252131,3522,0,18
55,252149,3553,0,18
56,252145,3516,0,19
57,252139,3546,0,18
58,252140,3557,0,18
59,252163,3503,0,18
