,population,gdp_per_capita,competition,possible_places
0,28549,5358,0,7
1,28547,5275,0,6
2,28546,5229,0,6
3,28544,5182,0,6
4,28542,5122,0,7
5,28541,5107,0,7
6,28538,5093,0,6
7,28537,5139,0,5
8,28535,5146,0,6
9,28536,5144,0,6
10,28533,5172,0,6
11,28533,5189,0,6
12,28533,5204,0,6
13,28534,5203,0,6
14,28534,5168,0,6
15,28533,5124,0,6
16,28530,5237,0,6
17,28527,5306,0,5
18,28525,5311,0,6
19,28524,5317,0,6
20,28522,5328,0,6
21,28523,5293,0,6
22,28522,5346,0,7
23,28520,5286,0,6
24,28519,5290,0,6
25,28516,5268,0,6
26,28517,5298,0,6
27,28516,5206,0,6
28,28517,5262,0,6
29,28516,5313,0,6
30,28515,5328,0,5
31,28512,5308,0,6
32,28513,5174,0,6
33,28513,5136,0,6
34,28512,5134,0,5
35,28513,5182,0,6
36,28510,5203,0,7
37,28508,5051,0,6
38,28505,5084,0,6
39,28503,5073,0,6
40,28502,5068,0,6
41,28502,5121,0,6
42,28500,5170,0,7
43,28500,5110,0,6
44,28501,5090,0,6
45,28498,5081,0,6
46,28496,5018,0,6
47,28494,4979,0,6
48,28493,5005,0,6
49,28492,5052,0,6
50,28490,5025,0,6
51,28491,5036,0,6
52,28489,5009,0,6
53,28488,4942,0,6
54,28486,5047,0,5
55,28487,5071,0,6
56,28488,5080,0,6
57,28489,5001,0,7
58,28489,4983,0,6
59,28487,4948,0,6
