,population,gdp_per_capita,competition,possible_places
0,61618,9677,0,16
1,61620,9626,0,14
2,61622,9479,0,14
3,61621,9487,0,14
4,61626,9579,0,14
5,61631,9676,0,15
6,61635,9726,0,15
7,61631,9662,0,15
8,61627,9693,0,15
9,61620,9749,0,15
10,61618,9844,0,15
11,61614,9861,0,15
12,61609,9772,0,15
13,61603,9733,0,16
14,61598,9976,0,15
15,61591,9941,0,15
16,61586,9933,0,15
17,61586,9767,0,15
18,61583,9858,0,15
19,61577,9803,0,15
20,61575,9733,0,15
21,61575,9621,0,14
22,61570,9640,0,14
23,61572,9746,0,15
24,61571,9648,0,15
25,61570,9539,0,14
26,61575,9745,0,15
27,61573,9799,0,15
28,61567,9834,0,15
29,61570,9785,0,15
30,61565,9784,0,16
31,61563,9888,0,15
32,61563,9937,0,15
33,61563,9872,0,16
34,61564,9719,0,15
35,61560,9768,0,15
36,61553,9808,0,15
37,61550,9661,0,15
38,61545,9646,0,14
39,61541,9823,0,15
40,61540,9975,0,15
41,61535,9917,0,15
42,61531,9922,0,15
43,61526,9803,0,15
44,61528,9824,0,15
45,61531,9718,0,15
46,61530,9736,0,15
47,61532,9867,0,15
48,61527,9817,0,15
49,61526,9821,0,15
50,61529,9976,0,16
51,61529,9994,0,15
52,61534,10046,0,15
53,61527,10129,0,15
54,61527,10194,0,15
55,61522,10148,0,15
56,61516,10051,0,15
57,61521,9787,0,14
58,61517,9745,0,15
59,61521,9578,0,14
