,population,gdp_per_capita,competition,possible_places
0,12269,7827,0,5
1,12268,7822,0,5
2,12266,7698,0,4
3,12265,7791,0,5
4,12264,7734,0,5
5,12262,7637,0,5
6,12260,7789,0,5
7,12258,7755,0,5
8,12257,7845,0,5
9,12257,7762,0,5
10,12256,7642,0,5
11,12255,7611,0,5
12,12255,7658,0,5
13,12254,7643,0,5
14,12253,7623,0,5
15,12253,7667,0,5
16,12252,7660,0,5
17,12250,7602,0,5
18,12249,7518,0,5
19,12247,7494,0,5
20,12245,7551,0,5
21,12245,7521,0,4
22,12243,7484,0,5
23,12242,7493,0,5
24,12241,7452,0,6
25,12240,7458,0,5
26,12239,7450,0,5
27,12239,7410,0,5
28,12238,7409,0,5
29,12236,7572,0,5
30,12235,7616,0,5
31,12234,7458,0,5
32,12233,7389,0,5
33,12232,7408,0,5
34,12231,7317,0,5
35,12230,7320,0,4
36,12228,7413,0,5
37,12226,7390,0,6
38,12224,7458,0,5
39,12224,7497,0,5
40,12222,7549,0,5
41,12221,7574,0,5
42,12221,7598,0,5
43,12221,7488,0,5
44,12219,7470,0,5
45,12219,7534,0,5
46,12217,7594,0,6
47,12215,7752,0,4
48,12214,7697,0,5
49,12213,7676,0,5
50,12211,7658,0,5
51,12209,7653,0,5
52,12209,7597,0,5
53,12208,7707,0,4
54,12208,7657,0,5
55,12208,7722,0,5
56,12207,7770,0,6
57,12205,7660,0,5
58,12203,7705,0,5
59,12202,7746,0,6
