,population,gdp_per_capita,competition,possible_places
0,11880,7335,0,5
1,11880,7312,0,5
2,11878,7345,0,5
3,11876,7320,0,5
4,11874,7246,0,5
5,11874,7254,0,5
6,11874,7138,0,5
7,11873,7201,0,5
8,11872,7370,0,5
9,11870,7427,0,5
10,11869,7433,0,5
11,11868,7391,0,5
12,11868,7274,0,5
13,11868,7306,0,5
14,11866,7179,0,5
15,11865,7132,0,4
16,11865,7149,0,5
17,11865,7013,0,5
18,11863,6965,0,5
19,11862,7026,0,5
20,11860,7045,0,5
21,11858,7113,0,5
22,11858,7225,0,5
23,11857,7243,0,6
24,11857,7253,0,5
25,11856,7326,0,5
26,11856,7319,0,5
27,11855,7293,0,5
28,11855,7268,0,5
29,11854,7254,0,5
30,11852,7264,0,5
31,11850,7225,0,5
32,11849,7189,0,6
33,11849,7125,0,5
34,11847,7104,0,5
35,11847,7155,0,5
36,11847,7125,0,5
37,11846,7255,0,5
38,11844,7155,0,5
39,11844,7284,0,6
40,11843,7183,0,4
41,11843,7073,0,5
42,11842,7038,0,5
43,11840,7063,0,5
44,11840,7049,0,5
45,11838,7093,0,5
46,11836,7130,0,5
47,11836,7019,0,6
48,11834,6995,0,5
49,11833,7051,0,5
50,11832,7061,0,5
51,11830,6946,0,5
52,11830,7001,0,5
53,11830,6979,0,5
54,11828,6834,0,4
55,11828,6783,0,4
56,11826,6787,0,4
57,11826,6794,0,4
58,11824,6835,0,4
59,11822,6823,0,4
