,population,gdp_per_capita,competition,possible_places
0,54816,10937,0,15
1,54818,10841,0,14
2,54817,10777,0,14
3,54815,10743,0,14
4,54818,10668,0,14
5,54813,10719,0,13
6,54815,10748,0,14
7,54809,10887,0,15
8,54804,11006,0,15
9,54807,11138,0,16
10,54806,11024,0,15
11,54807,11038,0,15
12,54806,10926,0,14
13,54805,10690,0,14
14,54804,10581,0,14
15,54800,10663,0,14
16,54803,10415,0,14
17,54806,10612,0,14
18,54806,10558,0,13
19,54803,10624,0,15
20,54805,10574,0,14
21,54800,10797,0,14
22,54802,10924,0,15
23,54804,10835,0,14
24,54798,10821,0,14
25,54802,10742,0,14
26,54797,10939,0,15
27,54792,10946,0,15
28,54796,11008,0,15
29,54797,11034,0,15
30,54794,11093,0,15
31,54791,11168,0,14
32,54786,11308,0,15
33,54786,11377,0,15
34,54790,11453,0,15
35,54789,11402,0,15
36,54790,11373,0,15
37,54787,11418,0,15
38,54784,11678,0,16
39,54778,11683,0,15
40,54776,11735,0,15
41,54777,11610,0,14
42,54772,11598,0,15
43,54769,11436,0,14
44,54766,11418,0,15
45,54762,11526,0,15
46,54765,11593,0,15
47,54768,11438,0,15
48,54772,11441,0,15
49,54767,11608,0,15
50,54769,11604,0,15
51,54763,11807,0,15
52,54757,11863,0,15
53,54751,11656,0,15
54,54746,11679,0,15
55,54745,11739,0,15
56,54739,11870,0,15
57,54740,11821,0,15
58,54741,11762,0,15
59,54740,12007,0,16
