,population,gdp_per_capita,competition,possible_places
0,16676,7225,0,6
1,16675,7234,0,6
2,16673,7274,0,6
3,16672,7330,0,6
4,16672,7258,0,6
5,16671,7204,0,6
6,16669,7261,0,6
7,16668,7310,0,6
8,16667,7371,0,6
9,16665,7391,0,6
10,16665,7355,0,6
11,16663,7398,0,6
12,16662,7419,0,6
13,16661,7313,0,6
14,16659,7314,0,6
15,16659,7408,0,6
16,16658,7348,0,6
17,16657,7415,0,6
18,16656,7436,0,6
19,16654,7460,0,6
20,16654,7468,0,6
21,16652,7450,0,7
22,16650,7434,0,6
23,16649,7433,0,6
24,16647,7411,0,6
25,16645,7453,0,6
26,16643,7403,0,6
27,16641,7462,0,6
28,16639,7544,0,6
29,16637,7486,0,5
30,16637,7519,0,6
31,16636,7552,0,6
32,16635,7542,0,6
33,16634,7540,0,6
34,16633,7492,0,6
35,16633,7356,0,5
36,16631,7235,0,6
37,16630,7255,0,6
38,16629,7216,0,6
39,16628,7181,0,6
40,16627,7158,0,6
41,16626,7201,0,6
42,16624,7181,0,6
43,16624,7136,0,6
44,16623,7190,0,6
45,16622,7269,0,6
46,16622,7213,0,6
47,16621,7291,0,6
48,16619,7361,0,6
49,16617,7318,0,6
50,16617,7395,0,7
51,16616,7326,0,6
52,16615,7323,0,6
53,16615,7281,0,6
54,16614,7214,0,6
55,16614,7192,0,6
56,16613,7184,0,7
57,16613,7226,0,6
58,16612,7326,0,5
59,16610,7200,0,6
