,population,gdp_per_capita,competition,possible_places
0,91173,11524,0,20
1,91172,11479,0,19
2,91167,11316,0,20
3,91157,11243,0,20
4,91152,11215,0,20
5,91157,11375,0,20
6,91163,11174,0,20
7,91154,11070,0,20
8,91152,11035,0,20
9,91156,11143,0,19
10,91149,11319,0,20
11,91154,11180,0,20
12,91151,10952,0,20
13,91155,10961,0,20
14,91151,10927,0,20
15,91146,10851,0,20
16,91151,10792,0,19
17,91158,10917,0,19
18,91155,11147,0,20
19,91156,11218,0,19
20,91163,11216,0,20
21,91155,11127,0,21
22,91163,11006,0,20
23,91171,11072,0,20
24,91172,11075,0,21
25,91176,10997,0,20
26,91170,10941,0,20
27,91160,10951,0,20
28,91161,10803,0,20
29,91167,10755,0,19
30,91168,10589,0,19
31,91162,10459,0,19
32,91169,10553,0,19
33,91177,10443,0,19
34,91185,10577,0,19
35,91183,10507,0,19
36,91174,10289,0,19
37,91169,10225,0,19
38,91173,10397,0,20
39,91178,10440,0,19
40,91168,10343,0,19
41,91159,10209,0,19
42,91158,10276,0,19
43,91166,10233,0,19
44,91168,10414,0,20
45,91171,10471,0,19
46,91179,10523,0,19
47,91183,10468,0,19
48,91188,10356,0,19
49,91191,10212,0,18
50,91193,10266,0,19
51,91187,10155,0,19
52,91178,10177,0,19
53,91175,10113,0,18
54,91166,10134,0,19
55,91170,10212,0,19
56,91160,10291,0,19
57,91160,10368,0,19
58,91162,10514,0,19
59,91152,10479,0,19
