,population,gdp_per_capita,competition,possible_places
0,16701,7393,0,6
1,16699,7250,0,6
2,16697,7400,0,6
3,16696,7397,0,6
4,16695,7447,0,6
5,16693,7385,0,6
6,16693,7484,0,6
7,16692,7509,0,6
8,16690,7504,0,6
9,16688,7447,0,6
10,16686,7608,0,6
11,16685,7689,0,6
12,16685,7760,0,6
13,16685,7614,0,6
14,16684,7658,0,6
15,16682,7521,0,6
16,16680,7442,0,6
17,16680,7449,0,6
18,16679,7556,0,6
19,16679,7671,0,7
20,16677,7722,0,6
21,16676,7712,0,6
22,16676,7718,0,6
23,16675,7665,0,6
24,16673,7583,0,7
25,16671,7573,0,6
26,16670,7463,0,6
27,16669,7445,0,5
28,16667,7540,0,6
29,16665,7485,0,6
30,16664,7444,0,7
31,16663,7337,0,6
32,16662,7230,0,7
33,16660,7196,0,6
34,16658,7288,0,6
35,16657,7249,0,6
36,16655,7279,0,7
37,16653,7241,0,5
38,16652,7226,0,6
39,16652,7246,0,7
40,16650,7217,0,6
41,16648,7266,0,6
42,16646,7281,0,7
43,16646,7280,0,6
44,16646,7277,0,6
45,16646,7261,0,6
46,16645,7286,0,6
47,16644,7363,0,5
48,16643,7326,0,6
49,16642,7363,0,6
50,16641,7329,0,6
51,16641,7424,0,6
52,16640,7364,0,6
53,16639,7326,0,7
54,16638,7253,0,6
55,16636,7214,0,6
56,16634,7165,0,5
57,16634,7154,0,6
58,16634,7154,0,6
59,16632,7191,0,6
