,population,gdp_per_capita,competition,possible_places
0,32499,13224,0,12
1,32499,13426,0,12
2,32501,13474,0,11
3,32500,13456,0,12
4,32497,13463,0,12
5,32496,13512,0,12
6,32498,13687,0,12
7,32500,13852,0,12
8,32501,13901,0,12
9,32503,13970,0,13
10,32503,13880,0,12
11,32503,13971,0,12
12,32501,14004,0,12
13,32497,13698,0,12
14,32497,13576,0,13
15,32499,13833,0,12
16,32495,14004,0,12
17,32494,13978,0,13
18,32492,14114,0,12
19,32491,14197,0,12
20,32493,14164,0,12
21,32492,14085,0,12
22,32493,13997,0,13
23,32491,14070,0,12
24,32488,14053,0,12
25,32485,14283,0,12
26,32486,14307,0,14
27,32487,13983,0,12
28,32485,14290,0,12
29,32481,14328,0,13
30,32480,14221,0,12
31,32478,13993,0,12
32,32476,14154,0,12
33,32475,14149,0,11
34,32474,14211,0,12
35,32474,14317,0,13
36,32476,14337,0,13
37,32478,14307,0,13
38,32479,14334,0,13
39,32478,14452,0,13
40,32476,14595,0,14
41,32475,14457,0,13
42,32476,14336,0,13
43,32478,14234,0,13
44,32476,14334,0,13
45,32473,14474,0,13
46,32475,14385,0,13
47,32476,14229,0,12
48,32477,14245,0,13
49,32474,14314,0,13
50,32472,14283,0,14
51,32469,14829,0,13
52,32466,14937,0,14
53,32462,14979,0,13
54,32464,15144,0,13
55,32465,15269,0,13
56,32466,15152,0,13
57,32463,14927,0,13
58,32461,15088,0,13
59,32460,15464,0,13
