,population,gdp_per_capita,competition,possible_places
0,10572,6042,0,4
1,10570,5916,0,5
2,10569,5784,0,4
3,10568,5805,0,4
4,10567,5940,0,4
5,10566,5995,0,4
6,10566,5983,0,4
7,10564,6051,0,4
8,10564,6031,0,5
9,10562,5991,0,4
10,10560,5881,0,4
11,10558,5924,0,4
12,10556,5838,0,5
13,10556,5808,0,4
14,10555,5831,0,4
15,10555,5797,0,4
16,10553,5832,0,4
17,10553,5887,0,5
18,10553,5857,0,4
19,10551,5787,0,4
20,10550,5815,0,4
21,10550,5863,0,4
22,10549,5938,0,4
23,10549,5818,0,4
24,10549,5841,0,4
25,10549,5835,0,4
26,10547,5780,0,4
27,10547,5815,0,4
28,10546,5795,0,4
29,10545,5833,0,4
30,10543,5828,0,4
31,10541,5838,0,4
32,10541,5939,0,4
33,10539,5909,0,4
34,10538,5916,0,4
35,10536,5944,0,4
36,10534,5950,0,4
37,10534,5969,0,4
38,10534,6022,0,5
39,10533,6069,0,4
40,10533,6069,0,4
41,10531,6045,0,4
42,10531,5913,0,4
43,10529,5875,0,4
44,10527,5888,0,4
45,10525,5919,0,5
46,10524,5948,0,4
47,10522,6006,0,4
48,10520,6005,0,4
49,10518,5858,0,4
50,10518,5861,0,4
51,10516,5914,0,4
52,10515,5829,0,5
53,10513,5885,0,4
54,10512,5894,0,4
55,10510,5876,0,4
56,10510,5906,0,4
57,10510,5923,0,4
58,10510,5895,0,4
59,10510,5878,0,4
