,population,gdp_per_capita,competition,possible_places
0,10041,9285,0,5
1,10039,9165,0,5
2,10037,9056,0,5
3,10037,9004,0,5
4,10036,9084,0,4
5,10035,8999,0,5
6,10033,8994,0,6
7,10033,9035,0,5
8,10032,9020,0,5
9,10030,9166,0,5
10,10030,9208,0,4
11,10028,9395,0,5
12,10027,9442,0,6
13,10025,9512,0,5
14,10023,9469,0,5
15,10021,9436,0,4
16,10021,9376,0,5
17,10020,9408,0,5
18,10019,9501,0,6
19,10017,9421,0,6
20,10016,9375,0,5
21,10015,9452,0,5
22,10013,9489,0,5
23,10011,9514,0,5
24,10009,9667,0,5
25,10009,9609,0,5
26,10007,9565,0,5
27,10006,9673,0,6
28,10005,9740,0,6
29,10005,9742,0,5
30,10005,9830,0,5
31,10004,9841,0,4
32,10002,9746,0,4
33,10001,9614,0,5
34,10000,9747,0,5
35,10000,9900,0,5
36,9999,9914,0,5
37,9998,9919,0,6
38,9997,9828,0,6
39,9996,9619,0,5
40,9995,9676,0,5
41,9994,9687,0,5
42,9993,9689,0,5
43,9992,9734,0,6
44,9991,9600,0,5
45,9990,9476,0,5
46,9989,9506,0,5
47,9988,9462,0,5
48,9987,9594,0,6
49,9986,9474,0,5
50,9985,9507,0,5
51,9984,9490,0,5
52,9983,9459,0,5
53,9982,9467,0,5
54,9981,9337,0,4
55,9980,9387,0,5
56,9979,9413,0,5
57,9978,9406,0,5
58,9977,9341,0,5
59,9976,9216,0,5
