,population,gdp_per_capita,competition,possible_places
0,23408,9439,0,8
1,23409,9456,0,8
2,23409,9387,0,8
3,23407,9396,0,8
4,23406,9588,0,8
5,23406,9547,0,8
6,23406,9666,0,8
7,23405,9654,0,8
8,23403,9470,0,8
9,23400,9483,0,8
10,23397,9486,0,8
11,23394,9451,0,8
12,23392,9628,0,8
13,23389,9683,0,8
14,23387,9619,0,7
15,23384,9746,0,8
16,23381,9954,0,9
17,23380,9853,0,8
18,23379,9938,0,8
19,23377,9923,0,7
20,23377,9935,0,8
21,23378,9895,0,8
22,23375,9972,0,8
23,23374,9930,0,8
24,23372,9986,0,8
25,23371,10012,0,8
26,23371,9915,0,8
27,23372,10017,0,8
28,23372,9877,0,8
29,23371,9941,0,7
30,23372,10038,0,8
31,23370,10029,0,8
32,23369,9980,0,8
33,23367,9920,0,8
34,23366,9844,0,8
35,23366,9974,0,9
36,23363,9907,0,7
37,23361,9945,0,7
38,23361,9950,0,8
39,23360,9897,0,8
40,23360,9927,0,8
41,23358,9910,0,8
42,23357,9876,0,8
43,23356,9993,0,8
44,23353,9987,0,9
45,23350,10117,0,8
46,23350,10057,0,8
47,23351,10078,0,8
48,23348,9920,0,8
49,23346,9809,0,8
50,23345,9770,0,9
51,23345,9794,0,8
52,23342,9807,0,7
53,23343,9737,0,8
54,23341,9611,0,8
55,23338,9572,0,8
56,23339,9489,0,8
57,23337,9488,0,9
58,23335,9525,0,8
59,23334,9576,0,8
