,population,gdp_per_capita,competition,possible_places
0,28495,9523,0,9
1,28495,9411,0,9
2,28496,9429,0,9
3,28494,9256,0,9
4,28492,9287,0,9
5,28489,9294,0,9
6,28488,9342,0,9
7,28485,9164,0,9
8,28483,9246,0,9
9,28483,9285,0,10
10,28481,9305,0,9
11,28479,9260,0,9
12,28478,9378,0,9
13,28477,9266,0,9
14,28478,9212,0,9
15,28477,9186,0,9
16,28476,9295,0,8
17,28474,9353,0,9
18,28474,9320,0,9
19,28474,9326,0,9
20,28474,9428,0,9
21,28474,9306,0,9
22,28475,9258,0,8
23,28472,9182,0,9
24,28469,9151,0,9
25,28466,9131,0,9
26,28467,8998,0,9
27,28467,9089,0,10
28,28467,9193,0,9
29,28467,9147,0,8
30,28467,9126,0,9
31,28466,9149,0,9
32,28463,8976,0,9
33,28463,8887,0,9
34,28460,8921,0,9
35,28459,8836,0,9
36,28457,8926,0,9
37,28457,8938,0,9
38,28456,8963,0,9
39,28453,9003,0,9
40,28453,8958,0,9
41,28450,8890,0,10
42,28450,8875,0,9
43,28451,8949,0,9
44,28449,9071,0,9
45,28446,9081,0,10
46,28445,9155,0,9
47,28443,9194,0,9
48,28441,9128,0,9
49,28440,9091,0,9
50,28438,9135,0,9
51,28439,9196,0,9
52,28437,9253,0,9
53,28434,9182,0,9
54,28434,9114,0,9
55,28435,9219,0,9
56,28432,9229,0,9
57,28432,9236,0,10
58,28429,9261,0,9
59,28429,9212,0,9
