,population,gdp_per_capita,competition,possible_places
0,11824,9431,0,5
1,11822,9499,0,5
2,11820,9510,0,5
3,11819,9425,0,6
4,11817,9540,0,5
5,11815,9532,0,5
6,11814,9463,0,5
7,11814,9477,0,5
8,11812,9489,0,5
9,11810,9708,0,6
10,11809,9771,0,7
11,11807,9875,0,6
12,11806,9789,0,6
13,11806,9777,0,6
14,11805,9817,0,6
15,11804,9793,0,7
16,11802,9741,0,5
17,11801,9603,0,5
18,11799,9600,0,5
19,11797,9558,0,4
20,11795,9523,0,5
21,11793,9427,0,5
22,11792,9430,0,5
23,11791,9345,0,4
24,11791,9430,0,5
25,11791,9457,0,5
26,11791,9566,0,5
27,11789,9469,0,5
28,11788,9384,0,5
29,11787,9435,0,5
30,11785,9442,0,5
31,11785,9472,0,5
32,11783,9444,0,5
33,11782,9522,0,5
34,11780,9223,0,5
35,11778,9116,0,5
36,11777,9151,0,5
37,11775,9149,0,5
38,11774,9133,0,5
39,11773,9015,0,5
40,11771,8935,0,5
41,11769,8842,0,5
42,11767,8854,0,5
43,11765,8879,0,5
44,11763,8813,0,5
45,11762,8842,0,5
46,11760,9103,0,5
47,11758,9099,0,5
48,11756,8880,0,5
49,11756,8931,0,5
50,11754,8884,0,5
51,11752,8854,0,5
52,11750,8815,0,5
53,11749,8769,0,4
54,11748,8766,0,4
55,11747,8733,0,5
56,11747,8798,0,4
57,11746,8876,0,5
58,11744,9077,0,5
59,11744,9118,0,6
