,population,gdp_per_capita,competition,possible_places
0,134985,7745,0,20
1,134973,7762,0,20
2,134970,7844,0,20
3,134967,7761,0,20
4,134960,7792,0,19
5,134972,7771,0,20
6,134967,7757,0,19
7,134966,7735,0,20
8,134968,7740,0,20
9,134956,7711,0,20
10,134946,7874,0,20
11,134958,7893,0,21
12,134966,7786,0,20
13,134956,7768,0,19
14,134943,7868,0,20
15,134939,7955,0,22
16,134940,8010,0,21
17,134947,8038,0,21
18,134939,8016,0,21
19,134929,7985,0,21
20,134926,7955,0,21
21,134920,7850,0,20
22,134920,7773,0,21
23,134921,7706,0,20
24,134907,7674,0,20
25,134900,7740,0,20
26,134905,7873,0,20
27,134915,7812,0,19
28,134911,7753,0,20
29,134914,7819,0,20
30,134903,7918,0,20
31,134905,7826,0,21
32,134915,7804,0,20
33,134906,7962,0,20
34,134893,8002,0,21
35,134902,8059,0,21
36,134912,8087,0,21
37,134908,8142,0,21
38,134895,8242,0,21
39,134903,8291,0,21
40,134902,8273,0,22
41,134898,8278,0,21
42,134902,8295,0,21
43,134909,8418,0,21
44,134901,8510,0,21
45,134897,8536,0,21
46,134883,8573,0,21
47,134891,8571,0,21
48,134879,8609,0,21
49,134883,8623,0,22
50,134885,8651,0,22
51,134889,8612,0,21
52,134897,8577,0,21
53,134889,8627,0,22
54,134899,8496,0,21
55,134905,8568,0,21
56,134904,8601,0,21
57,134908,8597,0,21
58,134913,8462,0,21
59,134899,8399,0,21
