,population,gdp_per_capita,competition,possible_places
0,30578,9579,0,10
1,30574,9556,0,9
2,30570,9613,0,10
3,30566,9684,0,10
4,30563,9600,0,10
5,30565,9494,0,10
6,30562,9573,0,10
7,30561,9772,0,10
8,30558,9956,0,10
9,30554,9959,0,10
10,30551,10003,0,11
11,30551,10047,0,10
12,30552,10120,0,10
13,30553,10232,0,10
14,30551,10293,0,10
15,30553,10320,0,10
16,30552,10423,0,10
17,30550,10213,0,10
18,30546,10125,0,10
19,30546,10079,0,9
20,30542,10013,0,11
21,30539,10069,0,10
22,30535,10041,0,10
23,30534,10126,0,10
24,30535,10092,0,10
25,30534,10131,0,10
26,30531,10135,0,10
27,30527,10096,0,10
28,30523,10150,0,10
29,30519,9919,0,10
30,30519,9830,0,10
31,30517,9764,0,10
32,30519,9728,0,10
33,30518,9741,0,10
34,30518,9800,0,10
35,30519,9915,0,10
36,30515,9836,0,10
37,30516,9772,0,11
38,30515,9862,0,10
39,30515,9777,0,10
40,30511,9743,0,10
41,30511,9700,0,10
42,30512,9637,0,10
43,30513,9733,0,10
44,30511,9792,0,10
45,30510,9878,0,10
46,30512,9737,0,10
47,30514,9778,0,10
48,30510,9685,0,10
49,30506,9668,0,10
50,30505,9599,0,10
51,30502,9664,0,10
52,30500,9650,0,10
53,30498,9731,0,10
54,30498,9710,0,11
55,30494,9748,0,10
56,30490,9737,0,9
57,30491,9873,0,10
58,30489,9876,0,11
59,30488,9999,0,10
