,population,gdp_per_capita,competition,possible_places
0,3613589,34508,0,335
1,3613682,34372,0,334
2,3613507,34021,0,334
3,3613585,34233,0,335
4,3613718,34180,0,335
5,3613421,33845,0,334
6,3613601,34114,0,334
7,3613471,33824,0,333
8,3613152,34064,0,334
9,3613278,34372,0,336
10,3613540,33892,0,333
11,3613418,33871,0,333
12,3613708,34001,0,334
13,3613573,33927,0,333
14,3613848,34361,0,335
15,3614081,33909,0,335
16,3613730,34295,0,335
17,3613556,35150,0,340
18,3613649,35179,0,339
19,3613440,34890,0,339
20,3613534,35012,0,339
21,3613313,34841,0,339
22,3613482,35310,0,341
23,3613786,35940,0,345
24,3613912,35721,0,343
25,3613988,35854,0,344
26,3613917,35447,0,342
27,3613772,35281,0,341
28,3613616,34869,0,339
29,3613534,34798,0,338
30,3613198,34540,0,337
31,3613427,34171,0,335
32,3613530,34388,0,336
33,3613886,34113,0,334
34,3613685,34176,0,335
35,3613814,34257,0,336
36,3613731,34370,0,337
37,3614077,34535,0,336
38,3614144,34843,0,337
39,3614366,34495,0,338
40,3614357,33904,0,333
41,3614697,34143,0,333
42,3614528,34145,0,334
43,3614308,33976,0,333
44,3614096,34004,0,335
45,3613785,33645,0,331
46,3613819,33666,0,332
47,3613580,33753,0,332
48,3613499,33325,0,330
49,3613140,33137,0,329
50,3612933,33512,0,331
51,3612972,33518,0,331
52,3612855,33609,0,331
53,3613033,33684,0,332
54,3612818,33645,0,331
55,3613155,34083,0,334
56,3612954,33910,0,333
57,3612791,33996,0,333
58,3612926,34148,0,334
59,3612996,34152,0,334
