,population,gdp_per_capita,competition,possible_places
0,14834,7283,0,5
1,14832,7240,0,5
2,14832,7069,0,5
3,14832,6994,0,5
4,14831,6960,0,5
5,14830,6949,0,4
6,14830,6832,0,5
7,14829,6841,0,5
8,14827,6960,0,5
9,14825,6910,0,5
10,14825,6867,0,5
11,14825,6806,0,6
12,14824,6844,0,5
13,14822,6988,0,5
14,14820,7138,0,5
15,14819,7223,0,5
16,14818,7160,0,5
17,14818,6993,0,4
18,14817,6921,0,5
19,14816,6982,0,5
20,14816,6927,0,4
21,14816,6934,0,5
22,14815,6883,0,5
23,14814,6857,0,5
24,14812,6862,0,5
25,14812,6916,0,5
26,14810,6891,0,5
27,14810,6813,0,5
28,14809,6886,0,6
29,14807,6946,0,5
30,14806,6880,0,5
31,14804,6865,0,6
32,14803,6825,0,5
33,14803,6858,0,5
34,14801,6924,0,5
35,14799,6969,0,5
36,14799,6844,0,5
37,14799,6748,0,5
38,14799,6872,0,5
39,14797,6871,0,5
40,14796,6845,0,5
41,14796,6878,0,5
42,14794,6887,0,5
43,14792,6963,0,5
44,14792,6907,0,5
45,14792,6968,0,5
46,14792,7077,0,5
47,14791,7105,0,6
48,14789,7153,0,5
49,14788,7057,0,5
50,14786,7073,0,6
51,14785,7112,0,5
52,14783,7103,0,5
53,14782,7228,0,5
54,14782,7190,0,5
55,14781,7121,0,5
56,14781,7159,0,5
57,14781,7028,0,5
58,14780,7020,0,4
59,14778,7031,0,5
