,population,gdp_per_capita,competition,possible_places
0,27414,10900,0,10
1,27411,10750,0,10
2,27412,10801,0,10
3,27410,10973,0,11
4,27411,11016,0,10
5,27412,10947,0,11
6,27410,10959,0,11
7,27407,10865,0,11
8,27405,10882,0,11
9,27403,10913,0,10
10,27403,10750,0,10
11,27402,10877,0,10
12,27403,10835,0,10
13,27403,10943,0,10
14,27403,11037,0,10
15,27400,11181,0,10
16,27397,10820,0,10
17,27397,10788,0,10
18,27394,10858,0,10
19,27391,10686,0,11
20,27391,10685,0,10
21,27388,10774,0,10
22,27388,10756,0,10
23,27386,10696,0,10
24,27384,10954,0,10
25,27382,11090,0,10
26,27382,10901,0,10
27,27380,11023,0,9
28,27381,10925,0,10
29,27381,10947,0,10
30,27378,10873,0,10
31,27376,10879,0,10
32,27373,10843,0,10
33,27372,10532,0,9
34,27371,10462,0,9
35,27371,10504,0,9
36,27369,10506,0,9
37,27366,10377,0,9
38,27363,10481,0,9
39,27364,10586,0,9
40,27365,10500,0,9
41,27364,10668,0,9
42,27364,10573,0,9
43,27363,10511,0,9
44,27363,10469,0,9
45,27361,10710,0,10
46,27358,10666,0,10
47,27357,10561,0,8
48,27358,10675,0,10
49,27358,10687,0,10
50,27356,10677,0,10
51,27354,10645,0,10
52,27351,10621,0,10
53,27349,10806,0,10
54,27347,10851,0,11
55,27346,10885,0,9
56,27346,11029,0,10
57,27343,11015,0,10
58,27340,11065,0,10
59,27339,11090,0,10
